temperature,humidity,light,timestamp
29.8,71.0,3793,2025-12-26 10:33:34.467000+05:30
30.8,68.0,3811,2025-12-26 10:28:32.769000+05:30
31.3,68.0,3852,2025-12-26 10:23:30.075000+05:30
34.2,61.0,3920,2025-12-26 10:18:28.195000+05:30
31.8,69.0,4087,2025-12-26 10:13:26.227000+05:30
29.8,72.0,4095,2025-12-26 10:08:24.550000+05:30
28.5,74.0,4033,2025-12-26 10:03:22.571000+05:30
28.0,74.0,4077,2025-12-26 09:58:19.941000+05:30
28.5,73.0,3856,2025-12-26 09:53:18.052000+05:30
28.5,72.0,3880,2025-12-26 09:48:16.230000+05:30
28.0,72.0,3890,2025-12-26 09:43:14.352000+05:30
28.5,72.0,4017,2025-12-26 09:38:12.430000+05:30
27.6,76.0,3891,2025-12-26 09:33:10.273000+05:30
26.7,77.0,3903,2025-12-26 09:28:08.491000+05:30
26.7,78.0,3846,2025-12-26 09:23:06.910000+05:30
25.8,80.0,3868,2025-12-26 09:18:05.131000+05:30
25.3,80.0,3910,2025-12-26 09:13:03.480000+05:30
25.3,79.0,3824,2025-12-26 09:08:01.861000+05:30
25.3,81.0,3803,2025-12-26 09:02:59.741000+05:30
24.8,81.0,3779,2025-12-26 08:57:58.139000+05:30
24.5,81.0,3771,2025-12-26 08:52:56.182000+05:30
24.1,82.0,3732,2025-12-26 08:47:54.474000+05:30
24.1,82.0,3726,2025-12-26 08:42:52.698000+05:30
23.8,83.0,3713,2025-12-26 08:37:50.931000+05:30
23.8,84.0,3685,2025-12-26 08:32:49.221000+05:30
23.8,85.0,3661,2025-12-26 08:27:47.700000+05:30
23.8,84.0,3632,2025-12-26 08:22:45.798000+05:30
23.4,86.0,3629,2025-12-26 08:17:43.916000+05:30
22.8,86.0,3709,2025-12-26 08:12:42.369000+05:30
22.6,88.0,3536,2025-12-26 08:07:39.954000+05:30
22.3,88.0,3479,2025-12-26 08:02:37.962000+05:30
22.2,89.0,3435,2025-12-26 07:57:36.280000+05:30
22.2,89.0,3356,2025-12-26 07:52:34.438000+05:30
22.2,89.0,3298,2025-12-26 07:47:32.563000+05:30
22.2,90.0,3222,2025-12-26 07:42:30.004000+05:30
21.9,90.0,3136,2025-12-26 07:37:28.183000+05:30
21.8,90.0,3022,2025-12-26 07:32:26.391000+05:30
21.8,90.0,2883,2025-12-26 07:27:24.741000+05:30
21.8,90.0,2743,2025-12-26 07:22:22.637000+05:30
21.8,91.0,2538,2025-12-26 07:17:20.996000+05:30
21.5,91.0,2325,2025-12-26 07:12:15.503000+05:30
21.8,91.0,2041,2025-12-26 07:07:13.825000+05:30
21.8,91.0,1723,2025-12-26 07:02:12.063000+05:30
21.8,91.0,1338,2025-12-26 06:57:10.351000+05:30
21.5,92.0,954,2025-12-26 06:52:08.600000+05:30
21.4,92.0,619,2025-12-26 06:47:06.724000+05:30
21.4,92.0,325,2025-12-26 06:42:04.641000+05:30
21.5,92.0,82,2025-12-26 06:37:02.453000+05:30
21.8,91.0,0,2025-12-26 06:32:00.155000+05:30
21.8,92.0,0,2025-12-26 06:26:58.279000+05:30
21.8,91.0,0,2025-12-26 06:21:56.156000+05:30
21.8,92.0,0,2025-12-26 06:16:54.419000+05:30
21.8,91.0,0,2025-12-26 06:11:52.542000+05:30
21.8,91.0,0,2025-12-26 06:06:49.845000+05:30
21.8,91.0,0,2025-12-26 06:01:47.657000+05:30
21.8,91.0,0,2025-12-26 05:56:45.373000+05:30
21.8,91.0,0,2025-12-26 05:51:43.617000+05:30
21.8,91.0,0,2025-12-26 05:46:42.217000+05:30
21.8,91.0,27,2025-12-26 05:41:40.052000+05:30
21.8,91.0,0,2025-12-26 05:36:38.435000+05:30
21.8,91.0,0,2025-12-26 05:31:36.505000+05:30
22.2,90.0,0,2025-12-26 05:26:35+05:30
22.2,91.0,0,2025-12-26 05:21:33.163000+05:30
22.2,91.0,0,2025-12-26 05:16:31.360000+05:30
22.2,90.0,0,2025-12-26 05:11:28.665000+05:30
22.2,90.0,0,2025-12-26 05:06:26.779000+05:30
22.2,91.0,0,2025-12-26 05:01:24.708000+05:30
22.2,91.0,0,2025-12-26 04:56:22.839000+05:30
22.2,91.0,0,2025-12-26 04:51:21.042000+05:30
22.2,91.0,0,2025-12-26 04:46:19.029000+05:30
22.2,91.0,0,2025-12-26 04:41:17.278000+05:30
22.2,91.0,0,2025-12-26 04:36:15.315000+05:30
22.2,91.0,0,2025-12-26 04:31:13.423000+05:30
22.2,91.0,0,2025-12-26 04:26:11.317000+05:30
22.2,90.0,0,2025-12-26 04:21:09.343000+05:30
22.2,91.0,0,2025-12-26 04:16:07.488000+05:30
22.2,91.0,0,2025-12-26 04:11:05.189000+05:30
22.2,91.0,0,2025-12-26 04:06:02.083000+05:30
22.2,92.0,0,2025-12-26 04:01:00.207000+05:30
22.2,92.0,0,2025-12-26 03:55:58.088000+05:30
22.2,91.0,0,2025-12-26 03:50:56.464000+05:30
22.2,92.0,0,2025-12-26 03:45:54.770000+05:30
22.2,92.0,0,2025-12-26 03:40:52.889000+05:30
22.6,92.0,0,2025-12-26 03:35:50.985000+05:30
22.6,92.0,0,2025-12-26 03:30:49.148000+05:30
22.6,92.0,0,2025-12-26 03:25:46.050000+05:30
22.6,92.0,0,2025-12-26 03:20:41.486000+05:30
22.2,92.0,0,2025-12-26 03:15:40.007000+05:30
22.6,92.0,0,2025-12-26 03:10:38.246000+05:30
22.6,92.0,0,2025-12-26 03:05:36.431000+05:30
22.6,92.0,0,2025-12-26 03:00:34.581000+05:30
22.6,92.0,0,2025-12-26 02:55:32.586000+05:30
22.6,92.0,0,2025-12-26 02:50:30.830000+05:30
22.6,92.0,0,2025-12-26 02:45:28.745000+05:30
23.0,92.0,0,2025-12-26 02:40:26.846000+05:30
22.7,92.0,0,2025-12-26 02:35:25.009000+05:30
23.0,92.0,0,2025-12-26 02:30:23.082000+05:30
23.0,92.0,0,2025-12-26 02:25:21.348000+05:30
23.0,92.0,0,2025-12-26 02:20:19.210000+05:30
23.0,92.0,0,2025-12-26 02:15:17.284000+05:30
23.0,92.0,0,2025-12-26 02:10:15.382000+05:30
23.0,92.0,0,2025-12-26 02:05:13.503000+05:30
23.0,92.0,0,2025-12-26 02:00:11.725000+05:30
23.0,92.0,0,2025-12-26 01:55:10.059000+05:30
23.0,93.0,0,2025-12-26 01:50:07.891000+05:30
23.0,93.0,0,2025-12-26 01:45:06.213000+05:30
23.0,92.0,0,2025-12-26 01:40:04.614000+05:30
23.0,92.0,0,2025-12-26 01:35:01.863000+05:30
23.4,92.0,0,2025-12-26 01:29:56.154000+05:30
23.0,92.0,0,2025-12-26 01:24:54.492000+05:30
23.4,92.0,0,2025-12-26 01:19:52.894000+05:30
23.4,92.0,0,2025-12-26 01:14:51.209000+05:30
23.4,92.0,0,2025-12-26 01:09:49.462000+05:30
23.4,92.0,0,2025-12-26 01:04:47.469000+05:30
23.4,92.0,0,2025-12-26 00:59:45.572000+05:30
23.4,92.0,0,2025-12-26 00:54:43.830000+05:30
23.4,92.0,0,2025-12-26 00:49:42.055000+05:30
23.4,92.0,0,2025-12-26 00:44:40.566000+05:30
23.4,92.0,0,2025-12-26 00:39:38.575000+05:30
23.4,91.0,0,2025-12-26 00:34:36.817000+05:30
23.8,91.0,0,2025-12-26 00:29:34.835000+05:30
23.4,92.0,0,2025-12-26 00:24:32.753000+05:30
23.5,92.0,0,2025-12-26 00:19:31.053000+05:30
23.8,92.0,0,2025-12-26 00:14:29.293000+05:30
23.8,92.0,0,2025-12-26 00:09:27.736000+05:30
23.8,92.0,0,2025-12-26 00:04:25.953000+05:30
23.8,92.0,0,2025-12-25 23:59:24.296000+05:30
23.8,92.0,0,2025-12-25 23:54:22.590000+05:30
23.8,92.0,0,2025-12-25 23:49:20.630000+05:30
23.8,92.0,0,2025-12-25 23:44:19.028000+05:30
23.8,92.0,0,2025-12-25 23:39:17.273000+05:30
23.8,92.0,0,2025-12-25 23:34:15.355000+05:30
23.8,91.0,0,2025-12-25 23:29:13.517000+05:30
23.8,91.0,0,2025-12-25 23:24:11.738000+05:30
24.1,91.0,0,2025-12-25 23:19:09.920000+05:30
23.8,91.0,0,2025-12-25 23:14:08.076000+05:30
23.8,91.0,0,2025-12-25 23:09:06.415000+05:30
24.1,91.0,0,2025-12-25 23:04:04.541000+05:30
24.1,90.0,0,2025-12-25 22:59:01.810000+05:30
24.1,90.0,0,2025-12-25 22:53:59.977000+05:30
24.1,90.0,0,2025-12-25 22:48:58.333000+05:30
24.1,89.0,0,2025-12-25 22:43:56.503000+05:30
24.1,89.0,0,2025-12-25 22:38:54.753000+05:30
24.1,89.0,0,2025-12-25 22:33:53.129000+05:30
24.1,89.0,0,2025-12-25 22:28:51.493000+05:30
24.2,89.0,0,2025-12-25 22:23:49.913000+05:30
24.5,89.0,0,2025-12-25 22:18:48.303000+05:30
24.5,89.0,0,2025-12-25 22:13:46.411000+05:30
24.5,90.0,0,2025-12-25 22:08:44.449000+05:30
24.5,89.0,0,2025-12-25 22:03:41.621000+05:30
24.5,89.0,0,2025-12-25 21:58:40.095000+05:30
24.5,89.0,0,2025-12-25 21:53:38.209000+05:30
24.5,89.0,0,2025-12-25 21:48:36.229000+05:30
24.5,88.0,0,2025-12-25 21:43:34.454000+05:30
24.5,88.0,0,2025-12-25 21:38:32.711000+05:30
24.5,88.0,0,2025-12-25 21:33:31.033000+05:30
24.5,88.0,0,2025-12-25 21:28:29.407000+05:30
24.8,87.0,0,2025-12-25 21:23:27.721000+05:30
24.8,86.0,0,2025-12-25 21:18:25.892000+05:30
24.8,86.0,0,2025-12-25 21:13:24.208000+05:30
24.8,86.0,0,2025-12-25 21:08:22.594000+05:30
25.3,86.0,0,2025-12-25 21:03:20.672000+05:30
24.8,86.0,0,2025-12-25 20:58:18.985000+05:30
24.8,86.0,0,2025-12-25 20:53:17.100000+05:30
24.8,86.0,0,2025-12-25 20:48:14.916000+05:30
25.3,85.0,0,2025-12-25 20:43:13.237000+05:30
25.3,85.0,0,2025-12-25 20:38:11.160000+05:30
25.8,85.0,0,2025-12-25 20:33:09.166000+05:30
25.3,85.0,0,2025-12-25 20:28:07.028000+05:30
25.3,85.0,0,2025-12-25 20:23:05.339000+05:30
25.3,84.0,0,2025-12-25 20:18:03.636000+05:30
25.3,83.0,0,2025-12-25 20:13:01.948000+05:30
25.3,83.0,0,2025-12-25 20:07:59.832000+05:30
25.8,82.0,0,2025-12-25 20:02:57.701000+05:30
25.8,81.0,0,2025-12-25 19:57:56.129000+05:30
25.8,81.0,0,2025-12-25 19:52:54.454000+05:30
25.8,81.0,0,2025-12-25 19:47:52.756000+05:30
26.2,81.0,0,2025-12-25 19:42:50.799000+05:30
26.2,81.0,0,2025-12-25 19:37:48.717000+05:30
26.2,81.0,0,2025-12-25 19:32:47.033000+05:30
26.7,80.0,0,2025-12-25 19:27:45.145000+05:30
26.7,80.0,0,2025-12-25 19:22:43.662000+05:30
26.7,80.0,0,2025-12-25 19:17:40.767000+05:30
26.7,80.0,0,2025-12-25 19:12:39.095000+05:30
26.7,79.0,0,2025-12-25 19:07:37.140000+05:30
26.7,79.0,0,2025-12-25 19:02:35.559000+05:30
26.7,78.0,0,2025-12-25 18:57:33.971000+05:30
27.1,78.0,0,2025-12-25 18:52:31.804000+05:30
27.1,77.0,0,2025-12-25 18:47:30.287000+05:30
27.1,77.0,0,2025-12-25 18:42:28.441000+05:30
27.6,77.0,0,2025-12-25 18:37:26.281000+05:30
27.6,76.0,0,2025-12-25 18:32:24.310000+05:30
27.6,76.0,0,2025-12-25 18:27:22.675000+05:30
27.6,75.0,82,2025-12-25 18:22:20.917000+05:30
28.0,73.0,378,2025-12-25 18:17:19.252000+05:30
28.0,72.0,731,2025-12-25 18:12:17.553000+05:30
28.0,72.0,1072,2025-12-25 18:07:15.998000+05:30
28.0,72.0,1393,2025-12-25 18:02:14.621000+05:30
28.1,72.0,1686,2025-12-25 17:57:12.639000+05:30
28.5,72.0,1909,2025-12-25 17:52:10.986000+05:30
28.5,72.0,2102,2025-12-25 17:47:09.115000+05:30
28.5,71.0,2256,2025-12-25 17:42:07.357000+05:30
28.8,71.0,2384,2025-12-25 17:37:05.831000+05:30
28.9,70.0,2496,2025-12-25 17:32:02.435000+05:30
28.9,70.0,2608,2025-12-25 17:27:00.455000+05:30
28.9,70.0,2687,2025-12-25 17:21:58.664000+05:30
28.9,70.0,2758,2025-12-25 17:16:56.809000+05:30
29.3,70.0,2816,2025-12-25 17:11:55.224000+05:30
29.3,70.0,2867,2025-12-25 17:06:53.240000+05:30
29.3,70.0,2928,2025-12-25 17:01:51.380000+05:30
29.3,69.0,2960,2025-12-25 16:56:49.594000+05:30
29.3,68.0,2945,2025-12-25 16:51:47.875000+05:30
29.3,68.0,2989,2025-12-25 16:46:46.043000+05:30
29.3,68.0,3008,2025-12-25 16:41:44.064000+05:30
29.8,68.0,3047,2025-12-25 16:36:41.537000+05:30
29.8,68.0,3081,2025-12-25 16:31:39.802000+05:30
29.8,68.0,3106,2025-12-25 16:26:38.016000+05:30
29.8,68.0,3136,2025-12-25 16:21:36.355000+05:30
30.2,67.0,3166,2025-12-25 16:16:34.698000+05:30
30.2,67.0,3184,2025-12-25 16:11:33.057000+05:30
30.2,67.0,3207,2025-12-25 16:06:31.319000+05:30
30.2,66.0,3226,2025-12-25 16:01:29.323000+05:30
30.2,67.0,3216,2025-12-25 15:56:27.316000+05:30
30.2,65.0,3251,2025-12-25 15:51:25.585000+05:30
30.2,66.0,3269,2025-12-25 15:46:23.805000+05:30
30.8,67.0,3286,2025-12-25 15:41:21.807000+05:30
30.8,66.0,3297,2025-12-25 15:36:19.698000+05:30
30.8,65.0,3327,2025-12-25 15:31:18.043000+05:30
30.8,64.0,3339,2025-12-25 15:26:16.060000+05:30
30.8,64.0,3349,2025-12-25 15:21:13.955000+05:30
30.8,64.0,3362,2025-12-25 15:16:12.183000+05:30
30.8,65.0,3373,2025-12-25 15:11:10.142000+05:30
30.2,63.0,3382,2025-12-25 15:06:08.456000+05:30
30.8,63.0,3388,2025-12-25 15:01:06.657000+05:30
30.8,64.0,3398,2025-12-25 14:56:04.683000+05:30
30.8,63.0,3404,2025-12-25 14:51:02.493000+05:30
30.8,63.0,3407,2025-12-25 14:46:00.319000+05:30
30.8,62.0,3412,2025-12-25 14:40:58.638000+05:30
30.8,61.0,3424,2025-12-25 14:35:56.765000+05:30
30.8,61.0,3436,2025-12-25 14:30:54.773000+05:30
30.8,63.0,3442,2025-12-25 14:25:52.788000+05:30
30.8,62.0,3442,2025-12-25 14:20:50.920000+05:30
31.3,62.0,3455,2025-12-25 14:15:49.040000+05:30
31.3,61.0,3482,2025-12-25 14:10:47.556000+05:30
31.3,61.0,3493,2025-12-25 14:05:45.901000+05:30
31.3,61.0,3521,2025-12-25 14:00:43.600000+05:30
31.3,61.0,3525,2025-12-25 13:55:41.622000+05:30
31.3,61.0,3551,2025-12-25 13:50:39.740000+05:30
31.3,61.0,3553,2025-12-25 13:45:37.957000+05:30
31.3,62.0,3567,2025-12-25 13:40:36.237000+05:30
31.3,62.0,3580,2025-12-25 13:35:34.641000+05:30
30.8,61.0,3582,2025-12-25 13:30:32.938000+05:30
30.8,62.0,3583,2025-12-25 13:25:31.075000+05:30
30.8,61.0,3605,2025-12-25 13:20:29.240000+05:30
31.3,62.0,3610,2025-12-25 13:15:27.421000+05:30
31.3,62.0,3619,2025-12-25 13:10:25.631000+05:30
31.3,61.0,3633,2025-12-25 13:05:23.680000+05:30
31.3,62.0,3633,2025-12-25 13:00:22.080000+05:30
31.3,61.0,3651,2025-12-25 12:55:20.301000+05:30
31.3,59.0,3651,2025-12-25 12:50:18.621000+05:30
31.8,56.0,3664,2025-12-25 12:45:16.533000+05:30
31.8,51.0,3665,2025-12-25 12:40:14.554000+05:30
32.3,53.0,3670,2025-12-25 12:35:12.879000+05:30
31.8,52.0,3691,2025-12-25 12:30:10.774000+05:30
31.8,54.0,3692,2025-12-25 12:25:08.936000+05:30
31.8,54.0,3699,2025-12-25 12:20:07.135000+05:30
31.8,54.0,3714,2025-12-25 12:15:05.178000+05:30
31.8,56.0,3714,2025-12-25 12:10:03.686000+05:30
31.3,55.0,3728,2025-12-25 12:05:01.804000+05:30
31.3,55.0,3728,2025-12-25 11:59:59.826000+05:30
31.3,56.0,3743,2025-12-25 11:54:58.234000+05:30
30.8,56.0,3741,2025-12-25 11:49:56.472000+05:30
30.8,58.0,3744,2025-12-25 11:44:54.675000+05:30
30.8,57.0,3756,2025-12-25 11:39:52.838000+05:30
30.2,56.0,3746,2025-12-25 11:34:50.859000+05:30
30.2,57.0,3751,2025-12-25 11:29:49.173000+05:30
29.8,58.0,3744,2025-12-25 11:24:47.398000+05:30
29.8,58.0,3755,2025-12-25 11:19:45.418000+05:30
29.8,58.0,3755,2025-12-25 11:14:43.730000+05:30
29.8,57.0,3763,2025-12-25 11:09:41.854000+05:30
29.8,57.0,3782,2025-12-25 11:04:39.896000+05:30
29.3,56.0,3782,2025-12-25 10:59:38.377000+05:30
29.8,56.0,3795,2025-12-25 10:54:36.402000+05:30
29.8,58.0,3825,2025-12-25 10:49:34.574000+05:30
29.3,57.0,3813,2025-12-25 10:44:32.760000+05:30
29.8,58.0,3823,2025-12-25 10:39:30.689000+05:30
29.8,59.0,3824,2025-12-25 10:34:28.978000+05:30
30.2,58.0,3847,2025-12-25 10:29:27.058000+05:30
30.8,56.0,3862,2025-12-25 10:24:25.476000+05:30
33.3,53.0,3886,2025-12-25 10:19:23.579000+05:30
34.2,54.0,4035,2025-12-25 10:14:21.923000+05:30
30.8,58.0,4095,2025-12-25 10:09:20.098000+05:30
29.3,64.0,4046,2025-12-25 10:04:18.337000+05:30
28.0,67.0,4095,2025-12-25 09:59:16.581000+05:30
28.5,66.0,3860,2025-12-25 09:54:14.575000+05:30
28.5,67.0,3868,2025-12-25 09:49:12.718000+05:30
28.5,67.0,4006,2025-12-25 09:44:11.138000+05:30
28.5,68.0,3879,2025-12-25 09:39:09.582000+05:30
28.0,69.0,3888,2025-12-25 09:34:07.895000+05:30
27.1,72.0,3951,2025-12-25 09:29:05.790000+05:30
27.1,72.0,3857,2025-12-25 09:24:04.341000+05:30
26.2,73.0,3885,2025-12-25 09:19:02.753000+05:30
25.8,73.0,3923,2025-12-25 09:14:01.098000+05:30
25.8,73.0,3801,2025-12-25 09:08:59.515000+05:30
25.3,74.0,3856,2025-12-25 09:03:57.430000+05:30
24.8,75.0,3827,2025-12-25 08:58:55.634000+05:30
24.5,76.0,3882,2025-12-25 08:53:53.851000+05:30
24.1,76.0,3760,2025-12-25 08:48:51.991000+05:30
24.1,77.0,3739,2025-12-25 08:43:50.029000+05:30
24.1,79.0,3724,2025-12-25 08:38:48.345000+05:30
23.8,79.0,3693,2025-12-25 08:33:46.901000+05:30
23.8,79.0,3660,2025-12-25 08:28:44.911000+05:30
23.8,79.0,3643,2025-12-25 08:23:43.137000+05:30
23.8,80.0,3632,2025-12-25 08:18:40.538000+05:30
23.0,81.0,3661,2025-12-25 08:13:38.653000+05:30
22.6,82.0,3568,2025-12-25 08:08:36.658000+05:30
22.6,81.0,3483,2025-12-25 08:03:35.089000+05:30
22.2,83.0,3438,2025-12-25 07:58:33.312000+05:30
22.2,85.0,3391,2025-12-25 07:53:31.510000+05:30
22.2,86.0,3328,2025-12-25 07:48:29.772000+05:30
21.8,88.0,3264,2025-12-25 07:43:27.798000+05:30
21.8,89.0,3166,2025-12-25 07:38:25.998000+05:30
21.4,89.0,3071,2025-12-25 07:33:23.988000+05:30
21.4,89.0,2957,2025-12-25 07:28:22.211000+05:30
21.4,90.0,2811,2025-12-25 07:23:20.381000+05:30
21.4,90.0,2635,2025-12-25 07:18:18.490000+05:30
21.4,90.0,2416,2025-12-25 07:13:16.832000+05:30
21.4,90.0,2151,2025-12-25 07:08:14.959000+05:30
21.4,90.0,1837,2025-12-25 07:03:13.366000+05:30
21.4,90.0,1462,2025-12-25 06:58:11.060000+05:30
21.4,90.0,1083,2025-12-25 06:53:09.298000+05:30
21.4,90.0,741,2025-12-25 06:48:07.516000+05:30
21.4,90.0,502,2025-12-25 06:43:05.557000+05:30
21.4,90.0,144,2025-12-25 06:38:03.756000+05:30
21.4,90.0,0,2025-12-25 06:33:01.676000+05:30
21.4,90.0,0,2025-12-25 06:27:59.798000+05:30
21.4,90.0,0,2025-12-25 06:22:57.735000+05:30
21.4,90.0,0,2025-12-25 06:17:56.014000+05:30
21.4,90.0,0,2025-12-25 06:12:54.140000+05:30
21.4,90.0,0,2025-12-25 06:07:52.078000+05:30
21.8,90.0,0,2025-12-25 06:02:49.988000+05:30
21.8,90.0,0,2025-12-25 05:57:48.099000+05:30
21.8,90.0,0,2025-12-25 05:52:46.295000+05:30
21.8,90.0,0,2025-12-25 05:47:44.579000+05:30
21.8,90.0,0,2025-12-25 05:42:42.476000+05:30
21.8,90.0,0,2025-12-25 05:37:40.489000+05:30
21.8,90.0,0,2025-12-25 05:32:38.193000+05:30
21.5,91.0,0,2025-12-25 05:27:36.486000+05:30
21.8,91.0,0,2025-12-25 05:22:34.755000+05:30
21.8,90.0,0,2025-12-25 05:17:33.096000+05:30
21.8,90.0,0,2025-12-25 05:12:31.092000+05:30
21.8,90.0,0,2025-12-25 05:07:28.915000+05:30
21.8,91.0,0,2025-12-25 05:02:26.946000+05:30
21.8,91.0,0,2025-12-25 04:57:25.176000+05:30
21.8,91.0,0,2025-12-25 04:52:23.174000+05:30
21.8,91.0,0,2025-12-25 04:47:21.203000+05:30
21.8,91.0,0,2025-12-25 04:42:19.085000+05:30
21.8,91.0,0,2025-12-25 04:37:17.126000+05:30
21.8,91.0,0,2025-12-25 04:32:14.936000+05:30
21.8,91.0,0,2025-12-25 04:27:13.350000+05:30
21.8,91.0,0,2025-12-25 04:22:11.596000+05:30
21.8,91.0,0,2025-12-25 04:17:09.436000+05:30
21.8,91.0,0,2025-12-25 04:12:07.541000+05:30
21.8,91.0,0,2025-12-25 04:07:05.748000+05:30
21.8,91.0,0,2025-12-25 04:02:03.474000+05:30
22.2,90.0,0,2025-12-25 03:57:01.864000+05:30
22.2,90.0,0,2025-12-25 03:52:00.109000+05:30
22.2,90.0,0,2025-12-25 03:46:58.032000+05:30
22.2,90.0,0,2025-12-25 03:41:56.148000+05:30
22.2,90.0,0,2025-12-25 03:36:54.067000+05:30
22.2,90.0,0,2025-12-25 03:31:51.694000+05:30
22.2,91.0,0,2025-12-25 03:26:49.770000+05:30
22.2,91.0,0,2025-12-25 03:21:47.913000+05:30
22.2,91.0,0,2025-12-25 03:16:46.152000+05:30
22.2,91.0,0,2025-12-25 03:11:44.367000+05:30
22.2,90.0,0,2025-12-25 03:06:42.181000+05:30
22.2,91.0,0,2025-12-25 03:01:39.787000+05:30
22.2,91.0,0,2025-12-25 02:56:37.414000+05:30
22.2,91.0,0,2025-12-25 02:51:35.433000+05:30
22.2,91.0,0,2025-12-25 02:46:33.757000+05:30
22.2,91.0,0,2025-12-25 02:41:31.444000+05:30
22.2,91.0,0,2025-12-25 02:36:29.689000+05:30
22.6,91.0,0,2025-12-25 02:31:28.114000+05:30
22.6,92.0,0,2025-12-25 02:26:26.427000+05:30
22.6,92.0,0,2025-12-25 02:21:24.667000+05:30
22.6,92.0,0,2025-12-25 02:16:22.881000+05:30
22.6,92.0,0,2025-12-25 02:11:20.900000+05:30
22.6,92.0,0,2025-12-25 02:06:19.095000+05:30
22.6,92.0,0,2025-12-25 02:01:17.247000+05:30
22.6,92.0,0,2025-12-25 01:56:15.273000+05:30
22.6,91.0,0,2025-12-25 01:51:13.054000+05:30
22.6,91.0,0,2025-12-25 01:46:11.002000+05:30
22.6,91.0,0,2025-12-25 01:41:09.241000+05:30
22.6,92.0,0,2025-12-25 01:36:07.503000+05:30
22.6,92.0,0,2025-12-25 01:31:05.683000+05:30
23.0,92.0,0,2025-12-25 01:26:03.782000+05:30
22.7,92.0,0,2025-12-25 01:21:02.101000+05:30
23.0,92.0,0,2025-12-25 01:16:00.195000+05:30
23.0,91.0,0,2025-12-25 01:10:58.360000+05:30
23.0,91.0,0,2025-12-25 01:05:56.459000+05:30
23.0,92.0,0,2025-12-25 01:00:54.353000+05:30
23.0,92.0,0,2025-12-25 00:55:52.604000+05:30
23.0,92.0,0,2025-12-25 00:50:50.622000+05:30
23.0,92.0,0,2025-12-25 00:45:48.481000+05:30
23.0,92.0,0,2025-12-25 00:40:46.879000+05:30
23.0,92.0,0,2025-12-25 00:35:44.881000+05:30
23.4,92.0,0,2025-12-25 00:30:43.281000+05:30
23.0,92.0,0,2025-12-25 00:25:41.350000+05:30
23.0,92.0,0,2025-12-25 00:20:39.555000+05:30
23.4,92.0,0,2025-12-25 00:15:37.956000+05:30
23.4,92.0,0,2025-12-25 00:10:36.215000+05:30
23.4,91.0,0,2025-12-25 00:05:34.686000+05:30
23.4,91.0,0,2025-12-25 00:00:33.060000+05:30
23.4,91.0,0,2025-12-24 23:55:30.656000+05:30
23.4,91.0,0,2025-12-24 23:50:28.881000+05:30
23.4,90.0,0,2025-12-24 23:45:27.080000+05:30
23.4,90.0,0,2025-12-24 23:40:25.308000+05:30
23.4,90.0,0,2025-12-24 23:35:23.430000+05:30
23.8,90.0,0,2025-12-24 23:30:21.080000+05:30
23.8,90.0,0,2025-12-24 23:25:19.441000+05:30
23.8,90.0,0,2025-12-24 23:20:17.818000+05:30
23.8,90.0,0,2025-12-24 23:15:16.232000+05:30
23.8,90.0,0,2025-12-24 23:10:14.690000+05:30
23.8,90.0,0,2025-12-24 23:05:13.099000+05:30
23.8,90.0,0,2025-12-24 23:00:10.808000+05:30
23.8,90.0,0,2025-12-24 22:55:08.304000+05:30
23.8,90.0,0,2025-12-24 22:50:06.355000+05:30
23.8,90.0,0,2025-12-24 22:45:04.584000+05:30
24.1,89.0,0,2025-12-24 22:40:02.901000+05:30
24.1,90.0,0,2025-12-24 22:35:01.304000+05:30
24.1,90.0,0,2025-12-24 22:29:59.338000+05:30
24.1,90.0,0,2025-12-24 22:24:57.883000+05:30
24.1,90.0,0,2025-12-24 22:19:56.205000+05:30
24.1,89.0,0,2025-12-24 22:14:54.780000+05:30
24.1,89.0,0,2025-12-24 22:09:52.959000+05:30
24.1,89.0,0,2025-12-24 22:04:50.654000+05:30
24.2,89.0,0,2025-12-24 21:59:48.574000+05:30
24.2,89.0,0,2025-12-24 21:54:46.781000+05:30
24.5,89.0,0,2025-12-24 21:49:44.996000+05:30
24.5,89.0,0,2025-12-24 21:44:43.318000+05:30
24.5,89.0,0,2025-12-24 21:39:41.227000+05:30
24.5,89.0,0,2025-12-24 21:34:39.553000+05:30
24.5,89.0,0,2025-12-24 21:29:37.982000+05:30
24.5,89.0,0,2025-12-24 21:24:36.302000+05:30
24.5,90.0,0,2025-12-24 21:19:34.571000+05:30
24.5,89.0,0,2025-12-24 21:14:33.006000+05:30
24.8,89.0,0,2025-12-24 21:09:30.595000+05:30
24.8,88.0,0,2025-12-24 21:04:28.736000+05:30
24.8,87.0,0,2025-12-24 20:59:26.858000+05:30
24.8,86.0,0,2025-12-24 20:54:24.942000+05:30
24.8,85.0,0,2025-12-24 20:49:23.176000+05:30
24.8,85.0,0,2025-12-24 20:44:20.665000+05:30
24.9,85.0,0,2025-12-24 20:39:19.022000+05:30
25.3,84.0,0,2025-12-24 20:34:16.641000+05:30
25.3,84.0,0,2025-12-24 20:29:14.982000+05:30
25.3,83.0,0,2025-12-24 20:24:13.555000+05:30
25.3,82.0,0,2025-12-24 20:19:11.842000+05:30
25.3,81.0,0,2025-12-24 20:14:10.138000+05:30
25.8,81.0,0,2025-12-24 20:09:08.435000+05:30
25.8,81.0,0,2025-12-24 20:04:06.777000+05:30
